InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV500285,HEA0102,Budget Cleanser,5,2021-06-06 17:47:00,77.18,10683,India
INV500286,HEA0012,Target Red Lipstick,7,2022-05-25 14:51:00,130.91,11911,Norway
INV500287,BOO0409,Philips Large Biography,9,2020-05-03 16:23:00,17.46,10997,Netherlands
INV500288,OFF0290,Nike Marker,1,2022-10-29 20:20:00,27.68,10034,Australia
INV500289,ELE0276,Samsung Power Bank,10,2021-11-14 18:04:00,323.68,11619,Japan
INV500290,KIT0039,IKEA Gray Microwave,9,2024-05-17 09:34:00,477.49,11505,Germany
INV500291,BOO0409,Philips Large Biography,2,2023-03-21 15:39:00,17.46,10325,Denmark
INV500292,AUT0098,Professional Jump Starter,7,2024-08-01 12:29:00,196.16,11332,Denmark
INV500293,AUT0456,Samsung Compact Motor Oil,3,2023-08-25 13:04:00,216.07,10925,Germany
INV500294,HEA0332,Generic Lipstick,8,2022-12-16 20:44:00,81.5,10373,Netherlands
INV500295,HEA0420,Samsung Red Conditioner,11,2022-04-02 17:18:00,10.43,11515,South Korea
INV500296,AUT0320,Kitchenaid Bluetooth Adapter,1,2020-01-18 11:20:00,198.76,10014,South Korea
INV500297,ELE0078,Samsung Gaming Console,4,2023-04-11 18:49:00,613.42,10875,Singapore
INV500298,KIT0273,Nike Large Oven,4,2024-04-25 17:59:00,212.34,10669,United States
INV500299,AUT0458,HP Gold Tire Pressure Gauge,10,2020-11-08 11:49:00,49.98,10727,Canada
INV500300,HOM0106,Amazon Desk,2,2020-02-23 16:38:00,309.46,10304,Denmark
INV500301,SPO0433,LG Blue Swimming Goggles,3,2023-01-11 13:04:00,351.53,11935,Brazil
INV500302,HOM0446,Premium Green Decorative Item,4,2023-09-09 11:12:00,114.58,10671,Germany
INV500303,HEA0084,Canon Compact Perfume,5,2021-04-22 11:49:00,59.95,10621,Spain
INV500304,FAS0014,Apple XL Boots,8,2020-09-09 14:01:00,153.28,10728,Sweden
INV500305,HEA0445,Cuisinart Mini Skincare Cream,4,2022-02-18 08:28:00,116.02,10910,Netherlands
INV500306,SPO0205,Panasonic Large Ski Equipment,7,2023-04-23 09:05:00,316.93,10899,Singapore
INV500307,TOY0090,Kitchenaid Ultra Doll,10,2024-01-23 16:07:00,174.43,11986,Italy
INV500308,AUT0388,Luxury Green Car Accessories,8,2024-02-25 17:22:00,190.33,10334,India
INV500309,KIT0163,Microsoft Plate Set,4,2020-07-04 20:32:00,17.66,11536,China
INV500310,OFF0245,Google XL Tape,2,2022-07-24 08:00:00,13.2,10737,Netherlands
INV500311,BOO0412,Philips Green Science Book,2,2021-12-27 13:19:00,17.53,10779,Canada
INV500312,TOY0034,Generic Doll,5,2021-04-14 19:05:00,111.56,11714,South Korea
INV500313,OFF0330,Dell Green Highlighter,8,2020-02-02 12:46:00,59.18,11333,China
INV500314,FAS0460,Bosch Purple T-Shirt,3,2024-10-01 11:11:00,94.22,11326,Brazil
INV500315,HEA0005,Nike Brown Conditioner,3,2020-10-14 19:30:00,123.06,11157,Australia
INV500316,HEA0020,Walmart Supplements,4,2024-11-09 19:42:00,56.62,11562,Singapore
INV500317,HEA0191,Premium Premium Foundation,3,2022-05-08 10:11:00,120.06,10601,Belgium
INV500318,HOM0266,Panasonic Max Storage Box,21,2022-01-17 09:50:00,486.04,11918,Belgium
INV500319,OFF0016,Nike Pen,5,2022-04-06 18:23:00,79.6,10333,United Kingdom
INV500320,HOM0431,HP Desk,6,2020-02-28 20:01:00,411.5,11862,Japan
INV500321,FAS0015,Samsung T-Shirt,1,2024-02-14 10:58:00,287.24,10680,Sweden
INV500322,AUT0024,Generic Car Charger,10,2024-01-19 16:10:00,296.06,10835,Norway
INV500323,SPO0052,Premium Mini Basketball,4,2020-07-07 14:04:00,56.98,10324,United States
INV500324,BOO0496,Philips Red Textbook,7,2024-10-19 16:28:00,36.19,10231,France
INV500325,ELE0439,Bosch Gaming Console,1,2021-09-29 15:30:00,1897.04,10276,Spain
INV500326,TOY0463,Amazon Puzzle,6,2023-09-06 16:23:00,45.04,11843,Mexico
INV500327,HEA0315,Professional Gold Sunscreen,2,2022-09-05 15:47:00,12.2,11960,South Korea
INV500328,ELE0437,Panasonic Mouse,3,2021-03-25 16:08:00,682.39,11703,Brazil
INV500329,SPO0483,Apple Brown Swimming Goggles,2,2024-03-02 09:45:00,225.37,11650,Canada
INV500330,BOO0145,Budget Gold History Book,2,2021-05-26 11:16:00,29.01,10828,United States
INV500331,OFF0374,Generic Hole Punch,6,2023-12-26 15:42:00,49.71,10379,Brazil
INV500332,AUT0267,LG Car Charger,5,2024-04-05 10:20:00,202.99,11210,Brazil
INV500333,BOO0192,Standard Pink Biography,10,2024-02-17 08:47:00,22.24,10865,Canada
INV500334,HOM0410,Kitchenaid Pro Watering Can,1,2024-06-14 11:11:00,188.35,11856,Italy
INV500335,HOM0074,Generic Decorative Item,4,2020-11-27 14:20:00,257.96,10030,Netherlands
INV500336,TOY0293,Google Mini Action Figure,6,2021-01-19 18:55:00,179.05,10024,Italy
INV500337,FAS0498,Target Pink Sneakers,8,2021-03-15 15:39:00,142.96,11674,Singapore
INV500338,HEA0280,LG Pro Toothbrush,5,2023-09-04 20:32:00,27.97,10539,Belgium
INV500339,HEA0173,Apple Supplements,3,2021-06-06 13:51:00,6.97,11893,Brazil
INV500340,SPO0250,Sony Golf Club,8,2023-09-20 09:42:00,124.08,11786,Canada
INV500341,BOO0176,Google Cookbook,5,2020-05-09 20:23:00,39.19,11754,Spain
INV500342,ELE0329,Samsung Blue Headphones,9,2020-09-15 09:14:00,542.18,10874,Brazil
INV500343,HOM0235,IKEA Brown Lamp,2,2023-02-01 19:18:00,690.73,11997,Singapore
INV500344,ELE0448,Amazon Gaming Console,8,2022-06-12 16:05:00,39.9,10259,Norway
INV500345,ELE0444,Luxury Gold Smartphone,21,2022-03-25 16:12:00,1077.69,11979,Italy
INV500346,HOM0431,HP Desk,1,2021-02-10 19:47:00,411.5,10291,Netherlands
INV500347,FAS0270,Budget Max Belt,3,2023-02-26 16:33:00,43.42,10725,South Korea
INV500348,HOM0410,Kitchenaid Pro Watering Can,9,2021-04-16 19:33:00,188.35,10097,Singapore
INV500349,BOO0192,Standard Pink Biography,3,2023-07-24 18:54:00,22.24,10342,South Korea
INV500350,TOY0116,Adidas Purple Board Game,3,2023-01-12 17:27:00,52.96,11267,India
INV500351,ELE0104,Panasonic Brown VR Headset,7,2021-08-30 14:57:00,503.57,11758,Australia
INV500352,FAS0498,Target Pink Sneakers,8,2022-08-16 13:08:00,142.96,11069,United Kingdom
INV500353,ELE0481,Generic Large Smart Watch,2,2021-05-29 19:35:00,1168.18,11478,United Kingdom
INV500354,OFF0160,Canon Whiteboard,10,2023-05-01 09:03:00,71.14,11369,Spain
INV500355,HEA0211,Samsung Deodorant,8,2024-08-11 10:48:00,31.64,11547,Germany
INV500356,TOY0414,IKEA Pro Educational Toy,25,2022-03-12 20:10:00,157.33,11991,Belgium
INV500357,BOO0215,Apple Science Book,4,2021-05-24 13:04:00,12.32,11324,Singapore
INV500358,ELE0494,Bosch Pro Cable,18,2022-04-02 09:46:00,893.21,10464,United States
INV500359,HOM0300,Dell Blue Mirror,19,2021-02-25 15:09:00,295.13,11515,South Korea
INV500360,OFF0142,Sony Green Highlighter,1,2023-07-28 09:33:00,63.7,11377,Italy
INV500361,FAS0269,Target Dress,10,2022-08-22 11:42:00,280.76,10638,Japan
INV500362,HEA0153,Dell Deodorant,9,2024-03-01 17:29:00,5.52,10898,Singapore
INV500363,AUT0037,Panasonic Pink GPS Navigator,6,2024-11-27 12:02:00,88.84,10315,Canada
INV500364,FAS0430,Panasonic Blue Gloves,2,2023-07-07 15:27:00,177.21,10782,China
INV500365,BOO0087,Adidas Pink Art Book,8,2024-04-02 12:14:00,17.31,11199,United States
INV500366,BOO0053,Basic Orange Non-Fiction Book,10,2023-05-11 13:15:00,25.59,11071,Netherlands
INV500367,FAS0436,Bosch Purple Sunglasses,7,2022-05-13 08:40:00,201.17,11781,Germany
INV500368,HEA0443,HP Pink Foundation,5,2021-05-30 18:32:00,8.11,10216,France
INV500369,BOO0215,Apple Science Book,5,2021-12-31 09:00:00,12.32,10674,Netherlands
INV500370,KIT0366,Nikon Pink Knife Set,4,2023-04-14 15:14:00,293.02,10208,Australia
INV500371,HEA0223,IKEA White Foundation,2,2024-05-18 19:31:00,47.07,11211,Canada
INV500372,ELE0311,Premium Mouse,7,2023-05-27 16:55:00,671.16,11149,Spain
INV500373,HOM0342,Basic Red Plant Pot,10,2020-08-08 17:53:00,139.15,11895,Germany
INV500374,OFF0330,Dell Green Highlighter,46,2020-07-13 09:48:00,59.18,11626,Sweden
INV500375,BOO0185,Generic Standard Self-Help Book,10,2022-05-13 14:45:00,35.92,10489,France
INV500376,BOO0021,Apple Mini Travel Guide,8,2024-10-11 15:36:00,37.63,11525,Italy
INV500377,HEA0268,Premium Red Moisturizer,7,2024-07-23 20:40:00,149.33,11769,South Korea
INV500378,FAS0399,Nike Handbag,1,2021-03-18 17:11:00,44.53,11525,Italy
INV500379,BOO0323,Walmart Poetry Book,16,2021-08-21 14:51:00,18.43,10050,Netherlands
INV500380,OFF0374,Generic Hole Punch,5,2022-01-04 18:22:00,49.71,10059,France
INV500381,HEA0499,IKEA Green Hair Dryer,27,2022-07-02 20:03:00,139.23,10722,Germany
INV500382,HOM0235,IKEA Brown Lamp,5,2024-04-23 20:10:00,690.73,10665,Germany
INV500383,HOM0286,Target Brown Storage Box,9,2023-08-20 13:47:00,169.58,10429,Norway
INV500384,AUT0386,Premium Standard Floor Mats,3,2024-09-25 15:54:00,218.09,10822,Canada
INV500385,KIT0171,Adidas Toaster,9,2024-02-24 20:53:00,130.17,10183,Japan
INV500386,HEA0117,HP Silver Vitamins,5,2020-07-26 19:05:00,82.78,11979,Italy
INV500387,HEA0208,Generic Large Nail Polish,8,2023-08-02 10:48:00,85.35,11310,Germany
INV500388,ELE0104,Panasonic Brown VR Headset,8,2021-12-19 13:51:00,503.57,10784,Sweden
INV500389,HOM0459,Amazon Deluxe Table,3,2020-12-11 13:01:00,617.25,10897,Netherlands
INV500390,AUT0098,Professional Jump Starter,9,2023-12-05 18:35:00,196.16,10229,Sweden
INV500391,AUT0388,Luxury Green Car Accessories,3,2022-03-26 17:44:00,190.33,10607,Japan
INV500392,HEA0102,Budget Cleanser,10,2024-11-30 18:25:00,77.18,10156,South Korea
INV500393,ELE0135,Nike Keyboard,6,2022-12-27 13:25:00,575.5,11746,South Korea
INV500394,KIT0472,HP Mini Dishwasher,5,2023-06-10 17:05:00,28.92,10273,Mexico
INV500395,TOY0116,Adidas Purple Board Game,1,2021-05-18 16:09:00,52.96,10664,Netherlands
INV500396,BOO0141,Walmart Deluxe Comic Book,4,2024-09-02 19:14:00,17.42,11368,Denmark
INV500397,HEA0449,IKEA Serum,4,2020-10-24 08:18:00,121.26,10503,Sweden
INV500398,ELE0494,Bosch Pro Cable,10,2022-09-16 15:26:00,893.21,10500,France
INV500399,HOM0283,Google Garden Tools,22,2022-04-24 10:54:00,44.87,11140,Germany
INV500400,AUT0298,Adidas Car Vacuum,10,2024-12-24 14:47:00,118.99,11063,United Kingdom
INV500401,BOO0362,Bosch Max Language Learning,6,2024-07-03 20:16:00,16.58,10536,United Kingdom
INV500402,BOO0190,Microsoft Brown Biography,4,2021-10-17 16:22:00,19.37,10884,United States
INV500403,OFF0491,Generic Mini Pen,6,2024-10-27 19:15:00,76.74,10158,Norway
INV500404,ELE0276,Samsung Power Bank,2,2024-05-25 16:45:00,323.68,11630,Brazil
INV500405,SPO0275,Professional Compact Fitness Tracker,10,2021-04-11 19:22:00,275.85,10975,Mexico
INV500406,ELE0360,Generic Pink Memory Card,9,2024-08-08 11:29:00,1060.03,11470,Netherlands
INV500407,OFF0295,Basic Shredder,8,2023-06-21 15:31:00,97.64,10552,South Korea
INV500408,HOM0224,Sony Blue Storage Box,3,2020-02-15 16:28:00,763.43,11211,Canada
INV500409,OFF0333,Generic Purple Tape,6,2022-09-03 19:09:00,33.55,11145,Australia
INV500410,FAS0350,Nike Skirt,5,2023-03-12 12:57:00,25.17,10131,South Korea
INV500411,FAS0015,Samsung T-Shirt,8,2022-06-01 19:48:00,287.24,11491,South Korea
INV500412,OFF0069,Premium Deluxe Hole Punch,23,2023-09-17 15:19:00,14.16,11931,Brazil
INV500413,ELE0357,Bosch Black Drone,6,2021-04-21 17:51:00,371.48,11103,Belgium
INV500414,HEA0261,Luxury Serum,19,2024-04-18 16:43:00,59.75,11794,Singapore
INV500415,SPO0162,Samsung Black Camping Tent,10,2020-04-18 19:48:00,333.09,11202,Germany
INV500416,AUT0301,HP XL Tool Kit,2,2023-06-11 09:33:00,139.28,10734,United States
INV500417,OFF0374,Generic Hole Punch,4,2021-05-24 17:49:00,49.71,10848,Italy
INV500418,BOO0092,Microsoft Standard Health Book,1,2023-08-22 15:46:00,48.56,11555,Italy
INV500419,ELE0170,Microsoft Mini Keyboard,7,2023-03-21 19:43:00,1380.99,10245,Denmark
INV500420,SPO0413,Sony Deluxe Backpack,8,2020-10-10 13:11:00,203.82,10794,India
INV500421,OFF0160,Canon Whiteboard,7,2024-12-05 12:31:00,71.14,10197,Netherlands
INV500422,HOM0095,IKEA White Outdoor Furniture,4,2021-04-09 13:41:00,736.79,10186,China
INV500423,HOM0042,Generic Pink Desk,2,2022-12-08 12:01:00,107.6,11297,Germany
INV500424,ELE0311,Premium Mouse,9,2020-05-01 18:23:00,671.16,11801,Italy
INV500425,BOO0087,Adidas Pink Art Book,9,2020-01-26 08:20:00,17.31,10196,India
INV500426,SPO0157,Target Yoga Mat,10,2023-02-27 13:54:00,355.77,10788,France
INV500427,AUT0490,IKEA Gold Car Vacuum,10,2022-10-17 10:34:00,122.97,10143,Italy
INV500428,KIT0500,Generic Green Mixer,3,2023-05-13 13:36:00,306.72,10448,Norway
INV500429,OFF0457,Dell Tape,3,2022-11-05 10:52:00,91.38,10363,United Kingdom
INV500430,OFF0228,Samsung Standard Eraser,1,2023-01-05 20:07:00,39.99,11678,Singapore
INV500431,SPO0479,Basic Pink Swimming Goggles,5,2020-08-08 13:43:00,259.53,11654,Canada
INV500432,SPO0303,Nike Ultra Backpack,2,2022-10-16 11:38:00,138.4,10370,France
INV500433,OFF0314,IKEA Compact Pencil,39,2023-09-10 16:53:00,68.85,10318,China
INV500434,SPO0402,Basic Red Hiking Boots,2,2023-10-01 16:04:00,184.29,10797,Belgium
INV500435,HEA0127,Walmart Hair Dryer,4,2024-08-01 15:12:00,79.13,10693,Australia
INV500436,ELE0207,Luxury Cable,1,2022-09-10 20:53:00,337.49,11627,Italy
INV500437,KIT0338,Luxury Gray Can Opener,10,2020-07-21 16:05:00,382.64,11864,Japan
INV500438,KIT0336,Sony White Toaster,9,2023-02-27 17:44:00,114.11,11359,France
INV500439,HEA0268,Premium Red Moisturizer,9,2023-08-10 11:18:00,149.33,11090,South Korea
INV500440,KIT0070,Microsoft Silver Microwave,4,2021-08-22 18:27:00,12.61,10657,Canada
INV500441,HEA0223,IKEA White Foundation,8,2020-02-18 15:06:00,47.07,10828,United States
INV500442,HEA0288,Generic Face Mask,7,2021-09-18 15:50:00,17.03,10659,United States
INV500443,FAS0148,Sony Pro Scarf,1,2022-12-16 08:12:00,280.43,11579,Sweden
INV500444,FAS0046,Basic XL Blouse,10,2024-03-11 17:34:00,194.86,11940,Singapore
INV500445,ELE0329,Samsung Blue Headphones,1,2022-12-30 08:03:00,542.18,10356,Denmark
INV500446,AUT0156,Microsoft Motor Oil,6,2023-01-06 08:52:00,167.07,11980,Australia
INV500447,SPO0351,Sony Purple Football,9,2022-12-09 10:32:00,106.06,11691,Sweden
INV500448,AUT0349,Nike Deluxe Car Charger,4,2020-07-21 15:11:00,85.95,10760,Brazil
INV500449,BOO0114,LG Red Self-Help Book,2,2024-01-02 11:31:00,24.39,11828,Germany
INV500450,TOY0293,Google Mini Action Figure,1,2020-04-02 14:13:00,179.05,10424,Canada
INV500451,SPO0353,Google Ski Equipment,5,2020-01-10 11:42:00,97.36,11844,Singapore
INV500452,AUT0469,Panasonic Ultra Floor Mats,3,2022-03-09 11:23:00,234.17,11667,Italy
INV500453,AUT0429,Nikon Max Dash Cam,3,2020-10-17 17:15:00,258.23,11880,Denmark
INV500454,FAS0343,Amazon Shoes,7,2023-10-25 17:45:00,146.34,11274,Denmark
INV500455,OFF0462,Bosch Highlighter,4,2024-12-04 18:47:00,39.49,11769,South Korea
INV500456,AUT0140,Basic Car Vacuum,1,2022-05-01 14:24:00,117.76,11872,Netherlands
INV500457,ELE0432,Cuisinart Pink Cable,41,2021-06-03 17:00:00,1646.23,10570,Denmark
INV500458,OFF0355,Budget Pink Tape,8,2020-09-20 18:44:00,18.68,11284,Japan
INV500459,AUT0037,Panasonic Pink GPS Navigator,2,2020-11-21 20:31:00,88.84,10457,Australia
INV500460,HOM0094,Apple Green Mirror,3,2024-02-24 12:43:00,534.61,10137,Sweden
INV500461,ELE0477,Sony Memory Card,5,2023-01-03 12:18:00,1228.45,11465,India
INV500462,KIT0292,Nike Black Food Processor,2,2022-03-19 11:05:00,212.74,11753,Canada
INV500463,HOM0434,Sony Pink Plant Pot,3,2022-11-27 08:30:00,686.23,11137,India
INV500464,ELE0056,Budget Red Webcam,1,2024-09-02 14:11:00,1363.07,10981,Canada
INV500465,ELE0391,Standard Pro Smart TV,2,2021-05-10 14:39:00,931.24,10172,Belgium
INV500466,KIT0225,Standard Green Pan,8,2023-05-07 20:02:00,386.72,10760,Brazil
INV500467,SPO0479,Basic Pink Swimming Goggles,4,2024-04-22 11:46:00,259.53,11358,Mexico
INV500468,KIT0023,Philips Standard Utensil Set,3,2021-11-30 12:58:00,436.23,10652,China
INV500469,HEA0180,Apple Black Perfume,1,2022-03-12 14:09:00,37.87,10360,Germany
INV500470,HOM0150,Samsung White Plant Pot,4,2021-01-11 18:12:00,640.65,11940,Singapore
INV500471,KIT0337,Professional XL Kettle,1,2024-11-19 15:04:00,61.22,10688,Germany
INV500472,ELE0126,Bosch Power Bank,5,2023-02-14 10:09:00,982.14,11728,Spain
INV500473,ELE0494,Bosch Pro Cable,2,2023-11-03 09:26:00,893.21,11121,France
INV500474,HEA0274,Nikon Pro Skincare Cream,3,2024-01-22 13:23:00,46.12,11061,Australia
INV500475,HOM0074,Generic Decorative Item,24,2020-01-13 14:00:00,257.96,10079,France
INV500476,SPO0030,Basic Large Fishing Rod,10,2020-09-02 11:48:00,382.92,11153,Australia
INV500477,BOO0019,Professional Science Book,2,2020-02-10 18:52:00,21.25,11287,Norway
INV500478,HEA0244,Google Blue Nail Polish,34,2021-08-01 18:39:00,51.01,11866,United Kingdom
INV500479,SPO0231,Basic Blue Fishing Rod,25,2023-10-30 15:39:00,209.59,10793,Germany
INV500480,TOY0177,HP Green Educational Toy,50,2022-07-20 15:58:00,56.32,10513,Germany
INV500481,KIT0079,Walmart Ultra Knife Set,6,2021-04-03 10:18:00,185.94,11841,Japan
INV500482,FAS0375,Apple Gold Pants,7,2021-06-10 10:23:00,95.66,11305,Germany
INV500483,ELE0011,Microsoft Gold Smart Home Device,5,2020-10-21 08:29:00,533.52,11516,United Kingdom
INV500484,BOO0364,Luxury Premium Comic Book,4,2022-04-03 10:53:00,26.8,10841,Italy
INV500485,HEA0181,Nikon Pink Perfume,7,2022-05-12 14:29:00,138.65,11284,Japan
INV500486,TOY0232,Microsoft Silver Art Supplies,7,2022-08-07 13:21:00,22.95,11503,United States
INV500487,AUT0341,Luxury Blue Tire Pressure Gauge,9,2021-02-25 11:13:00,94.18,10668,Norway
INV500488,AUT0098,Professional Jump Starter,10,2022-01-14 15:35:00,196.16,11460,Denmark
INV500489,ELE0392,Samsung Tablet,6,2023-08-11 12:13:00,1972.62,11767,India
INV500490,FAS0073,Kitchenaid Shoes,9,2023-08-28 15:19:00,290.39,10805,Canada
INV500491,HEA0427,Cuisinart Gray Body Lotion,49,2022-04-24 08:12:00,31.87,11853,Belgium
INV500492,HEA0173,Apple Supplements,3,2023-09-12 14:59:00,6.97,10445,Japan
INV500493,AUT0222,Kitchenaid Green Motor Oil,8,2020-02-18 19:13:00,21.75,11060,Canada
INV500494,HOM0291,Sony Brown Chair,5,2024-03-07 18:36:00,732.36,10791,Australia
INV500495,HOM0080,Panasonic Wardrobe,10,2024-05-20 20:12:00,222.6,11576,France
INV500496,HEA0211,Samsung Deodorant,4,2024-11-12 19:08:00,31.64,10309,Italy
INV500497,ELE0477,Sony Memory Card,10,2024-04-12 17:33:00,1228.45,11562,Singapore
INV500498,SPO0322,Luxury Blue Camping Tent,2,2024-05-30 09:05:00,231.45,11506,Sweden
INV500499,HEA0005,Nike Brown Conditioner,13,2021-11-09 09:20:00,123.06,10044,Italy
INV500500,OFF0462,Bosch Highlighter,3,2021-03-12 12:53:00,39.49,11908,Italy
INV500501,OFF0186,Nikon Purple Desk Organizer,6,2023-04-09 15:30:00,91.79,10136,Netherlands
INV500502,HOM0361,Luxury Rug,5,2020-07-26 20:35:00,261.07,10694,Japan
INV500503,OFF0462,Bosch Highlighter,3,2022-04-30 09:34:00,39.49,10328,Japan
INV500504,TOY0317,Walmart Mini Educational Toy,9,2023-02-05 18:30:00,54.92,11865,Spain
INV500505,KIT0144,Nike Kettle,4,2020-08-20 18:09:00,277.82,11434,Netherlands
INV500506,OFF0228,Samsung Standard Eraser,1,2020-10-04 14:30:00,39.99,11863,Mexico
INV500507,OFF0245,Google XL Tape,1,2023-04-15 19:52:00,13.2,10777,Belgium
INV500508,ELE0477,Sony Memory Card,10,2021-01-07 15:57:00,1228.45,10743,Sweden
INV500509,TOY0497,Nikon Craft Kit,10,2021-12-05 13:05:00,116.49,10041,Australia
INV500510,BOO0190,Microsoft Brown Biography,3,2023-07-02 12:43:00,19.37,11816,Singapore
INV500511,SPO0470,LG Pink Golf Club,4,2023-07-22 13:18:00,70.11,10807,United Kingdom
INV500512,HEA0406,Philips Compact Makeup,15,2021-12-27 17:51:00,26.48,11457,France
INV500513,BOO0009,Premium Self-Help Book,10,2022-05-05 10:23:00,26.89,11014,Canada
INV500514,AUT0130,Microsoft Air Freshener,5,2022-12-01 08:31:00,258.64,11744,Italy
INV500515,HEA0464,Samsung White Serum,4,2023-12-05 12:16:00,83.52,10653,Mexico
INV500516,AUT0222,Kitchenaid Green Motor Oil,5,2024-03-15 20:42:00,21.75,10920,France
INV500517,KIT0338,Luxury Gray Can Opener,9,2020-03-05 10:55:00,382.64,10939,United Kingdom
INV500518,AUT0320,Kitchenaid Bluetooth Adapter,10,2020-02-09 12:24:00,198.76,11898,Belgium
INV500519,HEA0464,Samsung White Serum,7,2020-03-14 19:43:00,83.52,10409,Denmark
INV500520,ELE0357,Bosch Black Drone,6,2024-07-02 16:54:00,371.48,10554,Japan
INV500521,OFF0218,IKEA XL Pen,6,2020-09-28 13:46:00,6.48,11606,China
INV500522,HOM0283,Google Garden Tools,5,2021-06-30 09:58:00,44.87,10536,United Kingdom
INV500523,ELE0471,Standard Purple Monitor,6,2024-10-30 16:57:00,189.36,10922,Mexico
INV500524,HEA0012,Target Red Lipstick,2,2021-05-12 09:11:00,130.91,10233,Belgium
INV500525,TOY0034,Generic Doll,4,2024-05-14 09:55:00,111.56,10765,Netherlands
INV500526,HEA0005,Nike Brown Conditioner,6,2024-11-17 17:04:00,123.06,10155,China
INV500527,KIT0299,Canon Coffee Maker,8,2023-07-16 13:50:00,50.89,10320,Japan
INV500528,HOM0055,Google Gold Pillow,1,2023-12-13 10:12:00,594.87,11362,Mexico
INV500529,SPO0382,Microsoft Standard Fitness Tracker,21,2020-07-06 19:05:00,352.85,11881,Japan
INV500530,AUT0222,Kitchenaid Green Motor Oil,4,2021-03-06 08:45:00,21.75,10008,Singapore
INV500531,ELE0199,Adidas Smart Home Device,9,2021-01-29 15:52:00,1397.65,10163,Italy
INV500532,TOY0363,Nikon Brown Stuffed Animal,48,2023-12-17 10:30:00,67.22,10405,Germany
INV500533,FAS0375,Apple Gold Pants,1,2022-06-25 10:32:00,95.66,10590,China
INV500534,HEA0041,Canon Standard Nail Polish,4,2021-06-23 10:56:00,140.42,10013,Canada
INV500535,OFF0295,Basic Shredder,17,2023-12-10 20:04:00,97.64,11111,Mexico
INV500536,BOO0096,Generic Large Textbook,4,2020-11-28 14:40:00,13.24,10386,Canada
INV500537,KIT0304,Panasonic Compact Oven,7,2022-11-03 18:18:00,302.2,11713,Brazil
INV500538,BOO0219,HP Cookbook,6,2024-02-15 11:33:00,21.05,10447,Canada
INV500539,KIT0336,Sony White Toaster,5,2021-07-30 20:10:00,114.11,10015,Germany
INV500540,FAS0032,Panasonic Black Shoes,6,2024-02-10 08:39:00,60.67,10133,Australia
INV500541,KIT0419,Microsoft Mini Microwave,8,2020-01-25 19:43:00,380.35,11548,Sweden
INV500542,OFF0164,Budget Mini Marker,6,2023-11-30 18:38:00,94.67,10181,United States
INV500543,FAS0492,Amazon Ultra Dress,5,2024-01-29 13:28:00,194.64,11389,Belgium
INV500544,HEA0381,LG Red Nail Polish,6,2022-10-20 12:48:00,134.49,10734,United States
INV500545,AUT0161,Budget Car Phone Mount,4,2021-04-12 17:10:00,271.03,11002,Spain
